"","OMSID","round","ParticipantID","Scenario","t1Diagnoses","t1DiagnosisScore","t1Likelihoods","t1Confidence","t1Severity","t2Diagnoses","t2Likelihoods","t2Confidence","t2Severity","t2SeniorReview","t2InvestigationsComplete","OMSScore","t2ExtraInvestigations","SCENARIO","CURRENT.SCENARIO.VERSION","SCENARIO.VERSION.PLAYED","SCORE....","TIME.SPENT","DATE","SCENARIO.ATTEMPT..","Quest.2.PIN","scenGroup","scenNum","orderNum","t1numOfDiagnoses","t2numOfDiagnoses","t1HighestLikelihood","t2HighestLikelihood","severityChange","confidenceChange","t1numOfDiagnosesChange","diagnosticChange","calibrationByDiff","sbarStart","helpStart","totalHelpStart","pewsScore","totalActions","uniqueActions","filteredActions","actionVector","actTimesVector","historyActionsVector","examsActionsVector","testingActionsVector","treatmentActionsVector","numOfHistoryActions","numOfExamActions","numOfTestingActions","numOfTreatmentActions","numOfActionsAfterHistory","numOfHistoryActionsBeforePause","numOfHistoryActionsAfterPause","numOfExamActionsBeforePause","numOfExamActionsAfterPause","percentageHistory","numOfTestingActionsBeforePause","numOfTestingActionsAfterPause","percentageTesting","numOfTreatmentActionsBeforePause","numOfTreatmentActionsAfterPause","historyVectorBeforePause","numOfActionsBeforePause","numOfActionsAfterPause","numOfDiagnosesLabel","initialConfidenceLabel","infoVal","infoValHistory","infoValExams","infoValTesting","infoValHistoryBeforePause","infoValBeforePause","infoValAfterPause","infoValAfterHistory"
"83",28,3,"B12","DKA","DKA, tonsilitis, gastroenteritis",0.73,"5,3,3",8,7,"DKA, tonsilitis, gasterenteritis","5,3,1",10,7,0.09,1,61,"","Sarah, Diabetic Ketoacidosis, A-E Assessment [SNP005UK]","V1.0.0.0","V1.0.0.0",61.21,"12m 48s","06/11/2023 14:54",2,"No","DP",1,2,3,3,5,5,0,2,0,2,0.61,658,Inf,658,0,39,38,21,"1
0
1
0
1
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
1
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
1
0
0
1
0
0
0
0
0
0
0
1
0
1
0
0
1
1
1
0
1
0
0
1
0
1
0
0","109
0
98
0
343
0
0
0
61
0
0
0
0
0
0
0
0
0
0
0
39
366
0
0
0
0
0
0
0
0
0
0
0
0
0
135
186
235
0
0
0
283
0
0
0
0
0
0
448
0
0
0
0
0
394
0
0
87
0
0
0
0
0
0
0
556
0
377
0
0
458
327
338
0
150
0
0
661
0
386
0
0","1
0
1
0
1
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0","1
1
1
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
1
0
0
1
0
0
0
0
0
0","0
1
0
1
0
0
1
1
1
0
1
0
0
1
0
1
0
0","0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0",6,7,8,1,15,4,2,5,2,0.666666666666667,1,7,0.875,0,1,"past medical history
allergies
history of presenting complaint
presenting complaint",12,27,"low","high",19.9579491033135,-20.2148729975409,0.811884236453203,39.3609378644011,-10.3041871921182,18.2615522595845,5.96224137931036,40.1728221008543
"84",28,4,"B12","Pneumonia","bronchiolitis, VIW, asthma, croup",0.07,"3,5,2,1",8,6,"sepsis, pneumonia, VIW, bronchiolitis, asthma","5,4,5,1,1",9,7,0.91,0,50,"CXR","Sam, Pneumonia A-E Assessment [SNP011UK]","V1.0.0.0","V1.0.0.0",49.99,"12m 53s","13/12/2023 11:53",1,"No","DP",2,3,4,5,5,5,1,1,1,3,0.555555555555556,417,526,417,5,56,39,12,"1
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
1
1
0
0
1
1
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0","101
0
0
0
0
0
0
0
74
0
0
0
0
0
0
0
0
0
0
0
58
0
0
0
0
0
0
631
0
0
0
0
0
0
0
0
301
225
0
0
139
167
0
0
0
192
0
0
0
0
0
0
0
0
0
0
0
0
0
254
0
0
0
0
0
0
0
0
0
0
549
0
0
0
214
0
0
0
0
0
0
0","1
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0","0
1
1
0
0
1
1
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0","0
0
0
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0","0
0
1
1
0
0
1
0
0
0
0
0
0
0
0
0",4,6,2,3,8,3,1,6,0,0.75,1,1,0.5,0,3,"past medical history
history of presenting complaint
presenting complaint",21,35,"high","high",3.85121390432604,-5.51695652173913,5.78483709273183,3.58333333333334,-10.08,-6.49666666666666,12.4297101449275,9.36817042606517
"85",28,5,"C28","DKA","DKA, viral infection",0.55,"4,2",7,5,"DKA precipitated by viral infection","5",9,6,0.94,1,68,"","Sarah, Diabetic Ketoacidosis, A-E Assessment [SNP005UK]","V1.0.0.0","V1.0.0.0",67.93,"19m 35s","08/01/2024 16:06",3,"No","DP",1,2,2,1,4,5,1,2,-1,4,0.755555555555556,648,789,648,2,69,52,24,"1
0
0
1
1
0
1
1
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0
1
1
1
0
1
1
1
0
0
0
0
0
0
1
1
0
1
0
0
0
0
0
1
0
1
0
0
0
0
0
1
0
0
0
0
1
1
0
0
1
0
0
1
0
0
0
0","199
0
0
864
735
0
150
173
122
0
0
0
0
0
0
0
0
0
0
0
98
0
0
0
0
0
0
874
0
0
0
0
0
0
0
249
336
47
0
460
388
49
0
0
0
0
0
0
422
1147
0
1033
0
0
0
0
0
161
0
522
0
0
0
0
0
677
0
0
0
0
853
682
0
0
271
0
0
764
0
0
0
0","1
0
0
1
1
0
1
1
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0","1
1
1
0
1
1
1
0
0
0
0
0
0
1
1
0
1
0
0
0
0
0
1
0
1
0
0
0
0","0
1
0
0
0
0
1
1
0
0
1
0
0
1
0
0
0
0","0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0",8,11,5,1,16,5,3,5,6,0.625,1,4,0.8,0,1,"past medical history
ask about pain
ask about general activity level
history of presenting complaint
presenting complaint",15,54,"low","high",59.5447787568365,-4.16469443849503,34.7161543785494,28.9933188167821,-10.3041871921182,26.800013798046,15.9956276226966,63.7094731953315
"86",28,6,"C28","Pneumonia","Viral URTI, bronchiolitis, bacterial infection, sepsis (CNS involvement)",0.24,"4,2,4,4",4,9,"Acute asthma exacerbation, viral URTI, sepsis","5,4,2",9,7,0.59,1,64,"","Sam, Pneumonia A-E Assessment [SNP011UK]","V1.0.0.0","V1.0.0.0",63.99,"15m 29s","14/02/2024 15:37",2,"No","DP",2,3,4,3,4,5,-2,5,-1,8,0.711111111111111,650,677,650,4,71,56,27,"1
1
1
0
0
0
1
1
1
0
1
0
0
0
0
1
0
0
0
0
1
1
0
0
0
0
0
1
0
0
0
1
0
0
0
1
1
1
0
0
1
1
0
0
0
0
1
1
1
0
0
1
0
0
0
0
0
1
0
1
0
0
0
0
0
1
0
0
0
0
1
0
0
0
1
0
0
1
0
0
0
0","386
425
380
0
0
0
111
119
75
0
804
0
0
0
0
419
0
0
0
0
51
250
0
0
0
0
0
761
0
0
0
796
0
0
0
216
299
156
0
0
674
150
0
0
0
0
469
499
154
0
0
840
0
0
0
0
0
116
0
831
0
0
0
0
0
526
0
0
0
0
707
0
0
0
267
0
0
666
0
0
0
0","1
1
1
0
0
0
1
1
1
0
1
0
0
0
0
1
0
0
0
0
1
1
0
0
0
0
0
1
0
0
0
1
0
0
0","1
1
1
0
0
1
1
0
0
0
0
1
1
1
0
0
1
0
0
0
0
0
1
0
1
0
0
0
0","0
1
0
0
0
0
1
0
0
0
1
0
0
1
0
0
0
0","1
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0",12,11,4,2,15,7,5,6,5,0.583333333333333,1,3,0.75,1,1,"ask about pain
ask about general activity level
history of presenting complaint
presenting complaint
check weight & height",20,51,"high","low",45.4585397034054,13.4881390419006,26.7870673281714,5.18333333333333,-10.08,-7.06636363636363,33.127109894301,31.9704006615048
"87",29,5,"C29","Asthma","Asthma exacerbation, pneumonia, bronchiolitis",0.53,"5,3,3",6,3,"Asthma excerbation","5",8,4,0.63,1,67,"","Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]","V1.0.0.0","V1.0.0.0",67.1,"17m 58s","08/01/2024 15:24",1,"No","AS",1,1,3,1,5,5,1,2,-2,5,0.8375,807,720,720,0,48,46,22,"1
0
1
1
0
0
1
0
1
0
1
0
0
0
0
0
0
0
0
1
1
1
0
0
0
0
0
0
0
0
1
1
0
0
0
1
1
1
0
1
1
1
0
1
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
1
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0","220
0
417
714
0
0
285
0
107
0
571
0
0
0
0
0
0
0
0
879
61
524
0
0
0
0
0
0
0
0
545
582
0
0
0
295
430
131
0
483
386
136
0
598
0
0
0
0
1038
0
0
0
0
0
0
0
0
0
0
853
0
0
0
0
986
0
0
0
0
0
0
0
0
0
357
0
0
0
0
0
0
0","1
0
1
1
0
0
1
0
1
0
1
0
0
0
0
0
0
0
0
1
1
1
0
0
0
0
0
0
0
0
1
1
0
0
0","1
1
1
0
1
1
1
0
1
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0","1
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0","1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0",11,9,2,1,11,4,7,3,6,0.363636363636364,1,1,0.5,1,0,"past medical history
ask about pain
history of presenting complaint
presenting complaint",13,35,"low","low",32.5409188232873,18.1514843413606,12.4544499618029,1.93498452012383,4.2023172905526,0.169754265342519,11.9684261974585,14.3894344819267
"88",29,6,"C29","Seizure","Febrile seizure, epilepsy, infection",0.4,"4,2,5",5,9,"Febrile convulsion, tonsillitis, epilepsy","5,5,1",8,1,0.56,1,64,"","Katy, Seizure, A-E Assessment [SNP004UK]","V1.0.0.0","V1.0.0.0",63.82,"20m 4s","14/02/2024 15:12",3,"No","AS",2,4,3,3,5,5,-8,3,0,11,0.8,409,1089,409,2,58,48,19,"1
0
1
0
0
0
1
0
1
0
0
0
0
0
0
0
0
0
0
0
1
1
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
1
0
0
1
1
0
0
0
1
0
0
1
0
0
1
1
0
0
0
0
0
0
1
1
1
0
0
0
0
0
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0","236
0
511
0
0
0
553
0
93
0
0
0
0
0
0
0
0
0
0
0
79
757
0
0
0
0
0
0
0
0
0
521
0
0
0
0
0
491
0
0
267
252
0
0
0
155
0
0
245
0
0
659
691
0
0
0
0
0
0
817
843
858
0
0
0
0
0
0
0
0
276
0
0
0
620
0
0
0
0
0
0
0","1
0
1
0
0
0
1
0
1
0
0
0
0
0
0
0
0
0
0
0
1
1
0
0
0
0
0
0
0
0
0
1
0
0
0","0
0
1
0
0
1
1
0
0
0
1
0
0
1
0
0
1
1
0
0
0
0
0
0
1
1
1
0
0","0
0
0
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0","1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0",7,10,2,1,12,3,4,4,6,0.428571428571429,1,1,0.5,1,0,"past medical history
history of presenting complaint
presenting complaint",16,42,"low","low",32.2984438634981,-3.65840643274853,16.6235169629132,19.3333333333333,-7.08479532163742,20.8801169590643,11.9919380155448,35.9568502962466
"89",3,1,"A7","Asthma","Asthma, anaphylaxis, viral-induced wheeze, obstruction",0.65,"5,2,4,3",6,7,"Anaphylaxis, asthma, pneumothorax","1,5,3",7,6,0.24,0,69,"Percussion (chest), chest expansion","Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]","V1.0.0.0","V1.0.0.0",68.7,"16m 28s","11/09/2023 13:17",2,"No","AS",1,1,4,3,5,5,-1,1,-1,3,0.985714285714286,9999,Inf,9999,0,36,28,23,"1
1
1
0
0
1
1
1
1
1
1
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
1
0
1
1
1
1
1
1
1
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0","175
226
246
0
0
96
108
147
82
258
270
0
0
0
0
0
0
0
0
0
70
0
0
0
0
0
0
0
0
0
0
0
0
0
0
711
667
440
0
801
421
533
874
317
356
370
0
832
502
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
633
0
0
0
0
0
0
0","1
1
1
0
0
1
1
1
1
1
1
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0","1
1
1
0
1
1
1
1
1
1
1
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0","0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0","1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0",10,12,1,2,13,10,0,0,12,1,0,1,1,1,1,"past medical history
prescribed medications
allergies
aggravating / relieving factors
ask about pain
ask about general activity level
history of presenting complaint
social and living situation
parental smoking and pets
presenting complaint",13,23,"high","low",47.8015222136427,33.4628310300986,14.3386911835441,0,4.2023172905526,0.169754265342519,12.7045192710515,14.3386911835441
"90",3,3,"B23","Asthma","Asthma, viral urti, allergy, anaphylaxis",0.69,"5,3,2,3",7,7,"Asthma, bronchiolitis, anaphylaxis, foregin body, bronchitis","5,2,4,1,2",8,5,0.13,0,61,"finish history, manage airways, prescribe bronchochilators","Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]","V1.0.0.0","V1.0.0.0",61.11,"13m 41s","06/11/2023 15:21",3,"No","AS",1,1,4,5,5,5,-2,1,1,4,0.7625,765,Inf,765,4,50,41,18,"1
0
1
1
1
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0
1
1
1
1
0
1
1
1
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0","405
0
353
612
607
0
0
0
303
0
0
0
0
0
0
0
0
0
0
0
175
0
0
0
0
0
0
0
0
0
0
323
0
0
0
114
786
197
450
0
152
220
675
0
0
0
0
0
363
0
0
0
0
0
0
0
0
0
0
508
0
0
0
0
0
0
0
0
0
0
270
0
0
0
483
0
0
0
0
0
0
0","1
0
1
1
1
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0","1
1
1
1
0
1
1
1
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0","0
0
0
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0","1
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0",7,9,2,2,11,1,6,4,5,0.142857142857143,1,1,0.5,1,1,"presenting complaint",11,39,"high","high",15.9377908524114,10.1088820161496,8.16007766743061,-2.33116883116884,4.2023172905526,-2.16141456582632,11.7823872364195,5.82890883626177
"91",3,5,"C3","Asthma","Asthma exacerbation, bronchiolitis, viral induced wheeze",0.46,"4,3,2",5,5,"Acute excerbation of asthma, URTI, bronchiolitis, allergy, DKA","5,2,2,1,1",5,8,0.31,0,76,"I was going to provide a fluid bolus","Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]","V1.0.0.0","V1.0.0.0",75.52,"15m 9s","08/01/2024 12:56",4,"No","AS",1,1,3,5,4,5,3,0,2,5,1.52,493,708,493,5,64,54,24,"0
1
1
1
1
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
1
0
0
1
1
1
1
0
0
1
1
1
0
0
0
0
0
0
0
0
1
0
1
0
0
0
0
1
0
1
0
0
0
1
0
0
1
1
0
0
0
0
0
0
0","0
261
252
725
871
0
0
0
62
0
0
0
0
0
0
0
0
0
0
824
51
0
0
0
0
0
0
0
0
0
0
0
0
0
0
146
349
575
0
0
388
369
767
631
0
0
167
209
507
0
0
0
0
0
0
0
0
129
0
774
0
0
0
0
650
0
787
0
0
0
426
0
0
227
281
0
0
0
0
0
0
0","0
1
1
1
1
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0","1
1
1
0
0
1
1
1
1
0
0
1
1
1
0
0
0
0
0
0
0
0
1
0
1
0
0
0
0","1
0
1
0
0
0
1
0
0
1
1
0
0
0
0
0
0
0","1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0",7,12,5,1,17,4,3,5,7,0.571428571428571,2,3,0.6,0,1,"prescribed medications
allergies
history of presenting complaint
presenting complaint",16,48,"low","low",35.0068856049843,12.1672406438816,19.9771339444869,2.86251101661583,0.87878787878789,-5.48494397759103,15.8655041195364,22.8396449611027
"92",3,6,"C3","Seizure","Febrile convulsion, epilepsy, hypoglycaemia",0.69,"5,3,1",7,4,"Febrile convulsions, epilepsy, hypoglycaemia","5,2,1",7,3,0.57,1,53,"","Katy, Seizure, A-E Assessment [SNP004UK]","V1.0.0.0","V1.0.0.0",53.07,"18m 10s","14/02/2024 09:58",1,"No","AS",2,4,3,3,5,5,-1,0,0,1,0.757142857142857,590,1053,590,2,59,56,25,"1
0
1
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
1
0
1
0
0
0
0
0
0
0
0
1
0
0
0
0
1
1
1
0
1
1
0
0
0
1
0
0
1
0
0
1
0
0
1
0
1
1
0
0
1
1
0
0
0
0
0
1
1
0
1
0
0
0
1
0
1
0
0
1
0
0","302
0
290
0
0
0
0
0
0
0
0
0
695
0
0
0
0
0
0
0
264
0
710
0
0
0
0
0
0
0
0
684
0
0
0
0
744
220
791
0
226
529
0
0
0
145
0
0
352
0
0
416
0
0
727
0
992
276
0
0
936
1028
0
0
0
0
0
488
642
0
634
0
0
0
456
0
1072
0
0
493
0
0","1
0
1
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
1
0
1
0
0
0
0
0
0
0
0
1
0
0
0","0
1
1
1
0
1
1
0
0
0
1
0
0
1
0
0
1
0
0
1
0
1
1
0
0
1
1
0
0","0
0
0
1
1
0
1
0
0
0
1
0
1
0
0
1
0
0","1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0",6,13,6,2,19,3,3,4,9,0.5,0,6,1,0,2,"allergies
presenting complaint",14,45,"low","high",10.5938969011725,-24.3636695906433,23.3147634615127,11.642803030303,-7.08479532163742,20.8801169590643,23.2111065920664,34.9575664918157
"93",4,1,"A24","Asthma","Acute asthma attack, pneumonia, croup, epiglottitis, viral infection/viral seizure, inhaled foreign body",0.85,"5,2,2,1,4,2",6,6,"Asthma","5",8,7,0.29,0,67,"More general assessment of symptoms, social history","Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]","V1.0.0.0","V1.0.0.0",67.28,"13m 52s","11/09/2023 15:07",2,"No","AS",1,1,6,1,5,5,1,2,-5,8,0.8375,9999,Inf,9999,0,27,24,17,"1
1
1
0
0
0
1
1
1
0
0
0
0
1
0
1
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
1
0
0
1
1
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0","204
624
774
0
0
0
158
184
118
0
0
0
0
793
0
256
0
0
0
0
92
0
0
0
0
0
0
0
0
0
0
0
0
0
0
306
591
457
0
0
540
559
0
0
0
0
0
0
0
0
0
729
0
0
0
0
0
168
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
326
0
0
0
0
0
0
0","1
1
1
0
0
0
1
1
1
0
0
0
0
1
0
1
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0","1
1
1
0
0
1
1
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
1
0
0
0
0
0
0","0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0","1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0",9,7,1,2,8,6,3,1,6,0.666666666666667,0,1,1,0,2,"past medical history
ask about pain
ask about general activity level
history of presenting complaint
past surgical history
presenting complaint",10,17,"high","low",35.3695965848053,26.9636026114584,8.40599397334692,0,4.2023172905526,0.169754265342519,9.16395289298515,8.40599397334692
"94",4,3,"B1","Asthma","Pneumonia, excerbation of asthma, pneumothorax, pulmonary edemoa, VIW",0.68,"1,5,1,1,1",7,5,"Asthma excerbation, pneumonia, virally induced wheeze, urti, lrti","5,2,2,3,4",8,7,0.18,1,66,"","Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]","V1.0.0.0","V1.0.0.0",66.36,"11m 25s","06/11/2023 13:20",3,"No","AS",1,1,5,5,5,5,2,1,0,3,0.825,471,Inf,471,5,47,42,22,"1
0
1
0
0
0
0
0
1
0
0
1
0
0
0
0
1
0
0
1
1
0
1
0
1
0
0
0
0
0
0
1
0
0
0
0
1
1
0
0
1
1
0
1
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
1
1
0
0
0
0
0
0
1
0
0
0
0
1
0
0","113
0
47
0
0
0
0
0
104
0
0
131
0
0
0
0
116
0
0
500
99
0
126
0
122
0
0
0
0
0
0
55
0
0
0
0
66
36
0
0
140
596
0
210
0
0
0
0
595
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
81
612
420
615
0
0
0
0
0
0
269
0
0
0
0
685
0
0","1
0
1
0
0
0
0
0
1
0
0
1
0
0
0
0
1
0
0
1
1
0
1
0
1
0
0
0
0
0
0
1
0
0
0","0
1
1
0
0
1
1
0
1
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0","1
1
1
1
0
0
0
0
0
0
1
0
0
0
0
1
0
0","1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0",10,6,6,1,12,9,1,4,2,0.9,3,3,0.5,1,0,"past medical history
allergies
history of presenting complaint
vaccination history
ask birth history
presenting complaint
developmental milestones
antenatal history and scans
family history",20,27,"high","high",19.2496639831472,10.4019871480045,3.01494779730075,5.83272903784193,4.2023172905526,-3.06238859180034,11.8471940022343,8.84767683514268
"95",4,5,"C4","DKA","DKA, gastroenteritis, inborn errors of met, insulin non-compliance crisis, sickle cell disease",0.71,"4,1,3,4,3",6,8,"DKA","5",9,8,0.13,0,56,"","Sarah, Diabetic Ketoacidosis, A-E Assessment [SNP005UK]","V1.0.0.0","V1.0.0.0",55.62,"12m 28s","08/01/2024 14:17",1,"No","DP",1,2,5,1,4,5,0,3,-4,7,0.622222222222222,594,443,443,2,46,41,16,"1
1
1
0
0
0
1
1
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
1
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
1
0
0
0
0
0
1
0
0
1
0
0
1
0
0
0
0","463
487
679
0
0
0
177
286
111
0
0
0
0
0
0
0
0
0
0
0
88
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
270
0
0
234
252
0
0
0
0
0
0
135
0
0
0
0
0
0
0
0
210
0
0
0
0
0
0
0
613
0
0
0
0
0
632
0
0
333
0
0
687
0
0
0
0","1
1
1
0
0
0
1
1
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0","0
0
1
0
0
1
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0","0
1
0
0
0
0
0
1
0
0
1
0
0
1
0
0
0
0","0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0",7,5,4,0,9,4,3,5,0,0.571428571428571,1,3,0.75,0,0,"ask about pain
ask about general activity level
history of presenting complaint
presenting complaint",15,31,"high","low",1.4118316217612,-28.9042708581344,9.91284577491474,20.4032567049808,-10.3041871921182,17.1653088291019,-6.1256157635468,30.3161024798956
"96",4,6,"C4","Pneumonia","Asthma exacerbation, LRTI, URTI",0.75,"4,5,3",4,7,"Pneumonia, asthma exacerbation","5,1",7,8,0.22,0,65,"Maybe sputum sample, check cap refill/glucose. Request chest x-ray","Sam, Pneumonia A-E Assessment [SNP011UK]","V1.0.0.0","V1.0.0.0",65.31,"13m 34s","14/02/2024 10:49",3,"No","DP",2,3,3,2,5,5,1,3,-1,5,0.928571428571429,315,630,315,6,48,43,17,"1
1
1
0
1
0
0
0
1
0
0
1
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0
1
1
1
0
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0","220
396
386
0
650
0
0
0
538
0
0
417
0
0
0
0
0
0
0
0
65
0
0
0
0
0
0
719
0
0
0
0
0
0
0
105
563
183
0
0
157
188
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
476
0
641
0
0
0
0
0
0
0
0
0
0
513
0
0
0
153
0
0
0
0
0
0
0","1
1
1
0
1
0
0
0
1
0
0
1
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0","1
1
1
0
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
1
0
0
0
0","0
0
0
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0","1
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0",8,7,2,2,9,2,6,4,3,0.25,1,1,0.5,1,1,"past medical history
presenting complaint",13,35,"low","low",23.5582934059405,10.8997852474323,9.07517482517483,3.58333333333334,-10.08,-7.06636363636363,17.2487577639752,12.6585081585082
